송하인_격자공간고유번호,수하인_격자공간고유번호,물품_카테고리,송하인_광역시,송하인_시군구,송하인_읍면동,송하인_리,송하인_기타,수하인_광역시,수하인_시군구,수하인_읍면동,수하인_리,수하인_기타
5013000459099100,3023000021068400,27,50,130,004,59,099100,30,230,000,21,068400
5011000582021400,4719000587070400,80,50,110,005,82,021400,47,190,005,87,070400
5013000610049100,4413300185007100,27,50,130,006,10,049100,44,133,001,85,007100
5013000731055200,4146300044017400,27,50,130,007,31,055200,41,463,000,44,017400
5011000135053200,1150000041060100,27,50,110,001,35,053200,11,500,000,41,060100
5011000078068400,2820000051042400,27,50,110,000,78,068400,28,200,000,51,042400
4150000184029400,5011000265066300,5,41,500,001,84,029400,50,110,002,65,066300
3023000053033100,5013000823076300,44,30,230,000,53,033100,50,130,008,23,076300
4519000626011100,5013000823023100,5,45,190,006,26,011100,50,130,008,23,023100
5013000902094200,4831000262023300,27,50,130,009,02,094200,48,310,002,62,023300
5013000862067200,4111100032020300,27,50,130,008,62,067200,41,111,000,32,020300
5011000478099100,2647000007076400,27,50,110,004,78,099100,26,470,000,07,076400
4122000053068300,5011000319004300,41,41,220,000,53,068300,50,110,003,19,004300
5011000213090100,3017000027004400,27,50,110,002,13,090100,30,170,000,27,004400
1153000017005200,5011000264082200,70,11,530,000,17,005200,50,110,002,64,082200
5013000821028200,2638000047095400,27,50,130,008,21,028200,26,380,000,47,095400
5011000078068400,4128100103097300,27,50,110,000,78,068400,41,281,001,03,097300
5011000137030100,4413100174058400,27,50,110,001,37,030100,44,131,001,74,058400
5013000610049100,1135000013009400,27,50,130,006,10,049100,11,350,000,13,009400
5013000731055200,1168000028010400,27,50,130,007,31,055200,11,680,000,28,010400
5013000866088100,4211000645060400,27,50,130,008,66,088100,42,110,006,45,060400
5013000823067300,4514000399007100,17,50,130,008,23,067300,45,140,003,99,007100
5013000610049100,1162000002031200,27,50,130,006,10,049100,11,620,000,02,031200
4136000216029100,5013000871083200,36,41,360,002,16,029100,50,130,008,71,083200
4148000690015300,5011000313086400,34,41,480,006,90,015300,50,110,003,13,086400
5011001116066400,1111000020092300,27,50,110,011,16,066400,11,110,000,20,092300
5011000078068400,1141000012014400,27,50,110,000,78,068400,11,410,000,12,014400
4122000363057300,5013000933069300,3,41,220,003,63,057300,50,130,009,33,069300
5013000827100200,4113500062040400,27,50,130,008,27,100200,41,135,000,62,040400
5013000354052200,4111700025049200,27,50,130,003,54,052200,41,117,000,25,049200
5013000610049100,1156000010089400,27,50,130,006,10,049100,11,560,000,10,089400
1141000019068300,5011000543041100,34,11,410,000,19,068300,50,110,005,43,041100
5013000862067200,4577000123012300,27,50,130,008,62,067200,45,770,001,23,012300
5011000078068400,4121000004087200,27,50,110,000,78,068400,41,210,000,04,087200
5011000220067100,4571000613049300,27,50,110,002,20,067100,45,710,006,13,049300
5013000685046100,3011000052028400,27,50,130,006,85,046100,30,110,000,52,028400
5013000765096400,1121500013077300,27,50,130,007,65,096400,11,215,000,13,077300
5013000691060200,4812700062015200,27,50,130,006,91,060200,48,127,000,62,015200
3023000012008100,5011000113071400,66,30,230,000,12,008100,50,110,001,13,071400
5013000731055200,4615000535054300,27,50,130,007,31,055200,46,150,005,35,054300
4148000690043300,5011000264045100,34,41,480,006,90,043300,50,110,002,64,045100
1117000009058400,5011000378017100,15,11,170,000,09,058400,50,110,003,78,017100
5013000308099400,4159000207077200,27,50,130,003,08,099400,41,590,002,07,077200
4217000002083400,5011000264063400,66,42,170,000,02,083400,50,110,002,64,063400
2717000009070200,5011000215023100,10,27,170,000,09,070200,50,110,002,15,023100
5011000312034400,4572000555073300,27,50,110,003,12,034400,45,720,005,55,073300
5013000812070200,4831000582046300,27,50,130,008,12,070200,48,310,005,82,046300
5011000315016300,4511100031059300,66,50,110,003,15,016300,45,111,000,31,059300
5013000731055200,2714000163036300,27,50,130,007,31,055200,27,140,001,63,036300
5011000078068400,1153000012078100,27,50,110,000,78,068400,11,530,000,12,078100
5011000578016400,4889000527094200,27,50,110,005,78,016400,48,890,005,27,094200
4148000690015300,5011000173041200,34,41,480,006,90,015300,50,110,001,73,041200
5013000845056400,4136000108061200,27,50,130,008,45,056400,41,360,001,08,061200
5013000777063100,4421000447052300,27,50,130,007,77,063100,44,210,004,47,052300
5013000610049100,1121500008094400,27,50,130,006,10,049100,11,215,000,08,094400
5011000078068400,4511100046013200,27,50,110,000,78,068400,45,111,000,46,013200
4155000526085200,5011000247030200,17,41,550,005,26,085200,50,110,002,47,030200
2711000007067300,5011000264025100,30,27,110,000,07,067300,50,110,002,64,025100
4113300018010300,5011000317043300,15,41,133,000,18,010300,50,110,003,17,043300
5011000078068400,4782000374039200,27,50,110,000,78,068400,47,820,003,74,039200
5011001086004300,4127100018025200,27,50,110,010,86,004300,41,271,000,18,025200
5013000043028400,4113300010077400,27,50,130,000,43,028400,41,133,000,10,077400
1129000014045300,5011000372001300,41,11,290,000,14,045300,50,110,003,72,001300
5011000213090100,1123000012004300,3,50,110,002,13,090100,11,230,000,12,004300
5013000823060100,4420000284094300,27,50,130,008,23,060100,44,200,002,84,094300
5011000078068400,4719000420025300,27,50,110,000,78,068400,47,190,004,20,025300
4148000489065400,5011000779044300,34,41,480,004,89,065400,50,110,007,79,044300
5013000870018300,2817000019075200,27,50,130,008,70,018300,28,170,000,19,075200
5011001060063300,4165000625092100,27,50,110,010,60,063300,41,650,006,25,092100
5011000316024300,2917000057083400,17,50,110,003,16,024300,29,170,000,57,083400
5011000078068400,4155000404008400,27,50,110,000,78,068400,41,550,004,04,008400
5011000137030100,1141000008069400,27,50,110,001,37,030100,11,410,000,08,069400
5011000857010100,4717000819029200,27,50,110,008,57,010100,47,170,008,19,029200
5013000859023300,4161000093065100,27,50,130,008,59,023300,41,610,000,93,065100
5011000375010100,2811000173073100,27,50,110,003,75,010100,28,110,001,73,073100
4136000216029100,5011000768053100,36,41,360,002,16,029100,50,110,007,68,053100
5011000213090100,4146500026003200,27,50,110,002,13,090100,41,465,000,26,003200
5011000078068400,4113100014020300,27,50,110,000,78,068400,41,131,000,14,020300
5011000078068400,1159000005099100,27,50,110,000,78,068400,11,590,000,05,099100
5013000610049100,4148000669073300,27,50,130,006,10,049100,41,480,006,69,073300
4817000530046200,5011000319094400,17,48,170,005,30,046200,50,110,003,19,094400
5013000610049100,2711000003034200,27,50,130,006,10,049100,27,110,000,03,034200
5011000437099200,1120000014073200,27,50,110,004,37,099200,11,200,000,14,073200
5011000137030100,1123000015026400,27,50,110,001,37,030100,11,230,000,15,026400
1111000024080100,5011000428035200,71,11,110,000,24,080100,50,110,004,28,035200
5011000437099200,2629000015049100,27,50,110,004,37,099200,26,290,000,15,049100
5013000926087300,2818500027086100,27,50,130,009,26,087300,28,185,000,27,086100
4150000199100200,5011000374091100,66,41,500,001,99,100200,50,110,003,74,091100
5011000137030100,4812100162077200,27,50,110,001,37,030100,48,121,001,62,077200
5011000437099200,4146100310022400,27,50,110,004,37,099200,41,461,003,10,022400
4146100238100100,5013000861011400,36,41,461,002,38,100100,50,130,008,61,011400
5011000078068400,4117300024027400,27,50,110,000,78,068400,41,173,000,24,027400
4159000429094300,5011000314090100,25,41,590,004,29,094300,50,110,003,14,090100
5013000916011300,4719000605070400,27,50,130,009,16,011300,47,190,006,05,070400
5011000110079200,4825000136019200,27,50,110,001,10,079200,48,250,001,36,019200
5011000374071400,2818500023022100,27,50,110,003,74,071400,28,185,000,23,022100
5013000610049100,1165000011069200,27,50,130,006,10,049100,11,650,000,11,069200
5011001108036200,4146500024084200,27,50,110,011,08,036200,41,465,000,24,084200
4161000222087300,5011000108072300,5,41,610,002,22,087300,50,110,001,08,072300
5011000078068400,2823700018030100,27,50,110,000,78,068400,28,237,000,18,030100
5011000137030100,2623000012071200,27,50,110,001,37,030100,26,230,000,12,071200
5011000078068400,4136000406036400,27,50,110,000,78,068400,41,360,004,06,036400
5013000610049100,1135000025073100,27,50,130,006,10,049100,11,350,000,25,073100
5011000078068400,4117300021079100,27,50,110,000,78,068400,41,173,000,21,079100
5011000078068400,4827000403080300,27,50,110,000,78,068400,48,270,004,03,080300
5013000946029100,4117300015071200,27,50,130,009,46,029100,41,173,000,15,071200
4113500009026300,5011000319006300,27,41,135,000,09,026300,50,110,003,19,006300
5011000312034400,4825000332023300,27,50,110,003,12,034400,48,250,003,32,023300
5013000610049100,1156000011099400,27,50,130,006,10,049100,11,560,000,11,099400
4141000031030100,5011000373098100,41,41,410,000,31,030100,50,110,003,73,098100
1117000009079100,5013000823050300,31,11,170,000,09,079100,50,130,008,23,050300
5011000316024300,4511300049071300,51,50,110,003,16,024300,45,113,000,49,071300
4415000063089300,5011000374015400,36,44,150,000,63,089300,50,110,003,74,015400
5011000213090100,2623000022057400,27,50,110,002,13,090100,26,230,000,22,057400
1117000009070100,5011000371057300,1,11,170,000,09,070100,50,110,003,71,057300
4115000046074100,5011000331012300,59,41,150,000,46,074100,50,110,003,31,012300
2729000028034300,5011000265088200,19,27,290,000,28,034300,50,110,002,65,088200
5013000692034400,4145000020048200,27,50,130,006,92,034400,41,450,000,20,048200
4882000455079200,5011000287044200,51,48,820,004,55,079200,50,110,002,87,044200
5011000316024300,4423000222018100,51,50,110,003,16,024300,44,230,002,22,018100
4159000429094300,5013000414081200,11,41,590,004,29,094300,50,130,004,14,081200
5013000610049100,4812100115068300,27,50,130,006,10,049100,48,121,001,15,068300
5011000078068400,1174000016047400,27,50,110,000,78,068400,11,740,000,16,047400
5013000610049100,1168000011046200,27,50,130,006,10,049100,11,680,000,11,046200
5011000436041400,4211000613042300,27,50,110,004,36,041400,42,110,006,13,042300
5013000316011400,2823700026021400,27,50,130,003,16,011400,28,237,000,26,021400
5011001012031100,2917000083084300,27,50,110,010,12,031100,29,170,000,83,084300
2826000136013300,5011000485040400,84,28,260,001,36,013300,50,110,004,85,040400
2911000015001300,5011000486041300,69,29,110,000,15,001300,50,110,004,86,041300
4122000307034200,5011000323039300,3,41,220,003,07,034200,50,110,003,23,039300
5011000078068400,4215000398071200,27,50,110,000,78,068400,42,150,003,98,071200
1129000014045300,5011000314006300,54,11,290,000,14,045300,50,110,003,14,006300
4572000551006100,5011000262002400,11,45,720,005,51,006100,50,110,002,62,002400
5013000731055200,3114000027007400,27,50,130,007,31,055200,31,140,000,27,007400
5011000316024300,4812900031023200,51,50,110,003,16,024300,48,129,000,31,023200
5011000078068400,2824500033084300,27,50,110,000,78,068400,28,245,000,33,084300
5011000595017300,4146500024035400,67,50,110,005,95,017300,41,465,000,24,035400
5013000610049100,1141000011024200,27,50,130,006,10,049100,11,410,000,11,024200
5011000078068400,1147000015009300,27,50,110,000,78,068400,11,470,000,15,009300
4148000690015300,5011000319045400,34,41,480,006,90,015300,50,110,003,19,045400
5011000595017300,1168000014065300,67,50,110,005,95,017300,11,680,000,14,065300
4729000212067200,5011000109087100,61,47,290,002,12,067200,50,110,001,09,087100
4421000420019300,5011000582032100,27,44,210,004,20,019300,50,110,005,82,032100
1168000012065400,5011000319002300,41,11,680,000,12,065400,50,110,003,19,002300
2635000035072100,5013000926089200,41,26,350,000,35,072100,50,130,009,26,089200
5013000733053400,4146300011009300,27,50,130,007,33,053400,41,463,000,11,009300
5013000610049100,4213000195031400,27,50,130,006,10,049100,42,130,001,95,031400
5013000610049100,1135000011082100,27,50,130,006,10,049100,11,350,000,11,082100
4148000690015300,5011000318066400,34,41,480,006,90,015300,50,110,003,18,066400
5013000622057100,2826000040060200,27,50,130,006,22,057100,28,260,000,40,060200
4150000241045200,5011000318022100,5,41,500,002,41,045200,50,110,003,18,022100
5011000374036400,4119500006010200,51,50,110,003,74,036400,41,195,000,06,010200
5011000213090100,1111000024047200,27,50,110,002,13,090100,11,110,000,24,047200
5013000571016300,4812900136092100,27,50,130,005,71,016300,48,129,001,36,092100
5011000168089300,1168000008059300,51,50,110,001,68,089300,11,680,000,08,059300
5011000424078200,1162000010014100,27,50,110,004,24,078200,11,620,000,10,014100
5013000731055200,4119500004077100,27,50,130,007,31,055200,41,195,000,04,077100
5011000595017300,1129000022037200,67,50,110,005,95,017300,11,290,000,22,037200
4146100353086100,5011000376081300,3,41,461,003,53,086100,50,110,003,76,081300
5013000821028200,4111100031049300,27,50,130,008,21,028200,41,111,000,31,049300
5013000902080400,4139000012075300,17,50,130,009,02,080400,41,390,000,12,075300
5011000213090100,3171000394050300,27,50,110,002,13,090100,31,710,003,94,050300
5013000858004300,1123000013061100,27,50,130,008,58,004300,11,230,000,13,061100
5011000373038300,3171000663050100,27,50,110,003,73,038300,31,710,006,63,050100
5013000610049100,4128500057046200,27,50,130,006,10,049100,41,285,000,57,046200
4671000342031300,5011000418067400,11,46,710,003,42,031300,50,110,004,18,067400
5011000078068400,4128700028096300,27,50,110,000,78,068400,41,287,000,28,096300
5013000812074300,2823700021094300,27,50,130,008,12,074300,28,237,000,21,094300
5011000224031300,4119700008082300,27,50,110,002,24,031300,41,197,000,08,082300
5013000909005400,4121000020049400,27,50,130,009,09,005400,41,210,000,20,049400
5011000078068400,2823700016008300,27,50,110,000,78,068400,28,237,000,16,008300
5013000827004200,4113100003052100,89,50,130,008,27,004200,41,131,000,03,052100
5011000213090100,2726000005019300,27,50,110,002,13,090100,27,260,000,05,019300
5013000315018400,2714000160085100,27,50,130,003,15,018400,27,140,001,60,085100
5011000078068400,4146100137026400,27,50,110,000,78,068400,41,461,001,37,026400
4157000114095200,5013000866067200,77,41,570,001,14,095200,50,130,008,66,067200
5013000734077100,4146100263016100,27,50,130,007,34,077100,41,461,002,63,016100
5011000137030100,1150000039079300,27,50,110,001,37,030100,11,500,000,39,079300
5011000435073100,3017000005074200,27,50,110,004,35,073100,30,170,000,05,074200
5011000078068400,2723000093056400,27,50,110,000,78,068400,27,230,000,93,056400
4136000216029100,5013000033045400,77,41,360,002,16,029100,50,130,000,33,045400
5011000595017300,1129000024100400,67,50,110,005,95,017300,11,290,000,24,100400
5013000856066200,4711300777030400,27,50,130,008,56,066200,47,113,007,77,030400
5013000610049100,2818500026079400,27,50,130,006,10,049100,28,185,000,26,079400
5013000734074400,4278000878010400,11,50,130,007,34,074400,42,780,008,78,010400
5011000137030100,4117300022021400,27,50,110,001,37,030100,41,173,000,22,021400
4141000031030100,5013000861039200,95,41,410,000,31,030100,50,130,008,61,039200
4128100099061400,5011000466076300,75,41,281,000,99,061400,50,110,004,66,076300
5011000078068400,1126000010062200,27,50,110,000,78,068400,11,260,000,10,062200
5011000078068400,4157000208065400,27,50,110,000,78,068400,41,570,002,08,065400
5013000731055200,4831000254007300,27,50,130,007,31,055200,48,310,002,54,007300
5011000424078200,2653000004041300,27,50,110,004,24,078200,26,530,000,04,041300
5013000610049100,4146300017026100,27,50,130,006,10,049100,41,463,000,17,026100
5011000078068400,3020000033015200,27,50,110,000,78,068400,30,200,000,33,015200
4719000507082100,5011000215072300,66,47,190,005,07,082100,50,110,002,15,072300
5011000108092100,3171000319049200,27,50,110,001,08,092100,31,710,003,19,049200
5011000224031300,4127100037084400,27,50,110,002,24,031300,41,271,000,37,084400
5011000078068400,4833000321080400,27,50,110,000,78,068400,48,330,003,21,080400
5011000595017300,4311100058088200,67,50,110,005,95,017300,43,111,000,58,088200
1111000023068400,5011000466086300,66,11,110,000,23,068400,50,110,004,66,086300
1117000009037100,5011000318029400,15,11,170,000,09,037100,50,110,003,18,029400
5013000817046300,4371000632096400,27,50,130,008,17,046300,43,710,006,32,096400
5013000610049100,1123000014037100,27,50,130,006,10,049100,11,230,000,14,037100
5013000624091200,2647000007037200,27,50,130,006,24,091200,26,470,000,07,037200
5011000272063400,1150000030006100,27,50,110,002,72,063400,11,500,000,30,006100
