gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19304,-1601,1,0,0,0,Sales staff,2.0,-20.0,2.0
F,N,Y,0,351000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-17435,-4184,1,0,0,0,Medicine staff,1.0,-8.0,2.0
M,N,N,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-9943,-554,1,1,0,0,Managers,3.0,-11.0,0.0
F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-19382,-3352,1,0,0,0,,2.0,-11.0,2.0
F,N,Y,0,72000.0,Working,Secondary / secondary special,Widow,House / apartment,-19923,-2078,1,1,1,0,Cleaning staff,1.0,-14.0,1.0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10647,-1610,1,0,0,0,Laborers,2.0,-47.0,2.0
F,N,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-15083,-847,1,0,0,0,High skill tech staff,3.0,-55.0,2.0
F,N,Y,2,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-14874,-2407,1,0,0,0,Core staff,3.0,-15.0,2.0
F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11348,-1436,1,0,0,0,Private service staff,2.0,-48.0,2.0
F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-8319,-689,1,1,0,0,,2.0,-10.0,2.0
F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,-14407,-1345,1,0,0,0,HR staff,1.0,-6.0,2.0
F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,-13064,-2286,1,1,0,0,Medicine staff,2.0,-33.0,2.0
F,N,Y,1,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-12676,-1350,1,0,0,0,Waiters/barmen staff,2.0,-23.0,1.0
M,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13353,-567,1,0,0,0,,4.0,-4.0,1.0
F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12175,-1463,1,1,0,0,Core staff,2.0,-20.0,2.0
F,N,N,0,90000.0,Working,Higher education,Married,House / apartment,-11388,-4167,1,0,0,0,High skill tech staff,2.0,-2.0,1.0
F,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,-21955,365243,1,0,1,0,,2.0,-47.0,2.0
F,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-14887,-2599,1,0,0,0,Managers,3.0,-49.0,2.0
F,N,Y,0,166500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16068,-2722,1,0,1,0,Laborers,1.0,-55.0,2.0
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18719,-1473,1,1,1,0,Laborers,3.0,-32.0,2.0
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22976,365243,1,0,0,0,,1.0,-12.0,2.0
F,Y,N,0,247500.0,State servant,Higher education,Single / not married,House / apartment,-16918,-4174,1,1,0,0,Managers,1.0,-29.0,2.0
F,N,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-17216,-1138,1,0,0,0,Laborers,1.0,-10.0,2.0
F,N,Y,2,225000.0,Working,Higher education,Married,Co-op apartment,-15377,-341,1,0,0,0,Laborers,4.0,-18.0,1.0
M,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,-11809,-536,1,0,0,1,Accountants,3.0,-25.0,2.0
F,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-20643,-6456,1,0,0,1,Core staff,2.0,-47.0,2.0
F,N,Y,0,171000.0,Student,Higher education,Married,House / apartment,-18756,-3904,1,0,0,1,Core staff,2.0,-39.0,1.0
M,Y,Y,2,211500.0,Working,Secondary / secondary special,Married,House / apartment,-10435,-2987,1,0,0,0,,4.0,-46.0,1.0
F,Y,N,1,112500.0,Working,Higher education,Single / not married,House / apartment,-10028,-1618,1,0,0,0,Core staff,2.0,-43.0,2.0
F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-14402,-1059,1,0,0,1,Sales staff,2.0,-24.0,2.0
M,Y,Y,0,292500.0,Working,Secondary / secondary special,Married,Rented apartment,-17011,-901,1,0,0,0,,2.0,-8.0,0.0
F,Y,N,1,162000.0,Working,Secondary / secondary special,Separated,House / apartment,-14786,-4601,1,0,0,0,Sales staff,2.0,-49.0,2.0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19064,-2939,1,0,0,0,,2.0,-35.0,2.0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21497,365243,1,0,0,0,,1.0,-4.0,1.0
F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17993,-555,1,0,0,0,Security staff,1.0,-46.0,1.0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23007,-11589,1,1,1,0,Cleaning staff,1.0,-3.0,1.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21195,-3913,1,1,1,0,,2.0,-32.0,0.0
F,N,Y,0,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18513,-8163,1,0,0,0,High skill tech staff,2.0,-31.0,2.0
M,N,N,1,157500.0,Working,Higher education,Married,House / apartment,-12348,-380,1,0,1,0,,3.0,-43.0,2.0
F,N,Y,0,103500.0,Commercial associate,Higher education,Civil marriage,With parents,-9088,-2174,1,0,0,0,,2.0,-43.0,2.0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9530,-430,1,1,0,0,Security staff,1.0,-8.0,1.0
F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-13689,-1172,1,0,0,0,Sales staff,3.0,-19.0,2.0
M,Y,Y,1,198000.0,Working,Secondary / secondary special,Married,House / apartment,-15427,-3307,1,1,1,0,Drivers,3.0,-12.0,2.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-15817,-2407,1,0,1,0,Medicine staff,1.0,-44.0,2.0
F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12017,-192,1,0,0,0,Sales staff,3.0,-49.0,1.0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13686,-1256,1,0,0,0,Cooking staff,2.0,-2.0,1.0
F,Y,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10858,-3215,1,0,0,1,,3.0,-40.0,2.0
M,N,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-10860,-1001,1,1,0,0,Security staff,2.0,-16.0,0.0
F,N,Y,1,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-12676,-1350,1,0,0,0,Waiters/barmen staff,2.0,0.0,1.0
F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,-14407,-1345,1,0,0,0,HR staff,1.0,-60.0,2.0
F,N,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,-21148,365243,1,0,1,0,,2.0,-31.0,2.0
M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,-24166,365243,1,0,0,0,,2.0,-36.0,1.0
F,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15692,-3649,1,0,0,0,Managers,4.0,-20.0,0.0
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22523,365243,1,0,1,0,,2.0,-11.0,2.0
M,Y,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14636,-3850,1,0,0,0,,4.0,-20.0,2.0
F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18463,-7048,1,0,0,0,Accountants,2.0,-54.0,2.0
M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15296,-4244,1,1,0,0,Drivers,3.0,-51.0,1.0
F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20848,365243,1,0,0,0,,2.0,-57.0,2.0
F,N,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-9850,-246,1,0,0,0,,2.0,-13.0,2.0
F,N,Y,2,225000.0,Working,Higher education,Married,House / apartment,-10029,-2705,1,0,0,0,,4.0,-18.0,1.0
M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17571,-1508,1,1,0,0,Laborers,3.0,-39.0,1.0
M,N,Y,2,675000.0,State servant,Secondary / secondary special,Married,House / apartment,-14163,-6886,1,0,1,0,Drivers,4.0,-45.0,1.0
F,N,N,0,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,-10177,-2339,1,0,1,0,,2.0,-56.0,2.0
F,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,With parents,-11978,-2780,1,0,1,0,Sales staff,2.0,-44.0,2.0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1.0,-3.0,1.0
F,N,N,0,202500.0,Working,Higher education,Single / not married,House / apartment,-11991,-706,1,0,0,1,Laborers,1.0,-9.0,1.0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0,-50.0,2.0
M,Y,N,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17187,-178,1,0,0,0,Drivers,2.0,-55.0,2.0
F,N,Y,0,153000.0,Commercial associate,Incomplete higher,Married,House / apartment,-9363,-1056,1,0,0,1,,2.0,-25.0,2.0
M,Y,N,0,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13999,-1526,1,0,1,0,Drivers,1.0,-10.0,2.0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9955,-2036,1,0,0,0,,2.0,-30.0,2.0
M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,Office apartment,-13630,-4387,1,0,0,0,Core staff,2.0,-50.0,2.0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16981,-1478,1,0,1,0,,2.0,-47.0,2.0
F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21778,365243,1,0,1,0,,1.0,-16.0,2.0
M,Y,N,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,-16030,-2540,1,1,0,0,Drivers,4.0,-33.0,2.0
F,N,Y,0,121500.0,Working,Secondary / secondary special,Widow,House / apartment,-17432,-2417,1,1,1,0,,1.0,-10.0,1.0
F,Y,N,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21342,365243,1,0,0,0,,2.0,-48.0,2.0
M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12585,-367,1,0,0,0,Sales staff,3.0,-8.0,2.0
F,Y,N,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-15151,-1162,1,0,0,0,Core staff,3.0,-58.0,2.0
F,N,Y,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,-24295,365243,1,0,0,0,,1.0,-49.0,1.0
F,N,Y,3,103500.0,Working,Secondary / secondary special,Married,House / apartment,-12182,-4887,1,1,0,0,,5.0,-28.0,2.0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18934,-1915,1,0,1,0,Laborers,3.0,-26.0,2.0
F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-19984,-4662,1,0,1,0,,2.0,-22.0,2.0
F,N,N,1,180000.0,State servant,Higher education,Married,House / apartment,-14069,-2500,1,1,1,1,Core staff,3.0,-27.0,2.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18575,-4113,1,0,0,0,Accountants,2.0,-51.0,2.0
F,Y,Y,0,90000.0,Working,Higher education,Married,House / apartment,-11351,-1172,1,1,0,0,Laborers,2.0,-26.0,1.0
M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,-10382,-1081,1,0,1,0,Sales staff,3.0,-13.0,2.0
F,Y,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15109,-1956,1,0,0,0,Core staff,3.0,-44.0,2.0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0,-39.0,2.0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9479,-1143,1,0,0,0,Laborers,2.0,-23.0,2.0
F,N,Y,0,144000.0,Working,Higher education,Single / not married,House / apartment,-13190,-4943,1,0,0,0,,1.0,-15.0,1.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20665,365243,1,0,0,0,,2.0,-5.0,2.0
M,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15496,-2570,1,0,0,0,Laborers,2.0,-27.0,2.0
F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-15720,-2569,1,0,1,0,Managers,3.0,-11.0,2.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24327,365243,1,0,0,0,,2.0,-14.0,1.0
M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-16958,-298,1,0,0,0,,2.0,-3.0,0.0
F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22799,365243,1,0,0,0,,2.0,-27.0,2.0
M,Y,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-14962,-5176,1,0,0,0,Laborers,3.0,-14.0,2.0
M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-21757,-2705,1,0,0,0,Drivers,2.0,-47.0,2.0
F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15330,-1014,1,1,1,0,Managers,2.0,-23.0,2.0
F,N,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-12256,-4031,1,1,1,1,Core staff,2.0,-43.0,2.0
F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19482,-2878,1,0,0,0,Laborers,2.0,-31.0,2.0
F,N,Y,0,175500.0,Commercial associate,Higher education,Married,House / apartment,-15248,-2227,1,1,1,0,Managers,2.0,-17.0,0.0
F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-20754,-2330,1,0,0,0,,2.0,-26.0,2.0
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23758,365243,1,0,0,0,,2.0,-8.0,2.0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18650,-1892,1,0,0,0,Laborers,1.0,-17.0,2.0
F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,-14661,-5521,1,0,0,0,,2.0,-2.0,1.0
F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,-21887,-1526,1,0,0,0,Core staff,1.0,-39.0,1.0
F,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20669,-13102,1,1,0,0,Medicine staff,1.0,-19.0,0.0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24174,365243,1,0,0,0,,1.0,-36.0,2.0
F,N,Y,0,247500.0,Commercial associate,Higher education,Widow,House / apartment,-23339,-1233,1,0,1,0,,1.0,-51.0,2.0
M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-12801,-4357,1,0,0,0,Laborers,4.0,-48.0,2.0
M,Y,N,0,180000.0,Working,Higher education,Married,House / apartment,-10472,-2996,1,1,0,1,Managers,2.0,-8.0,2.0
F,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20432,365243,1,0,0,0,,1.0,-3.0,1.0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11801,-2877,1,1,0,0,Drivers,1.0,-25.0,2.0
M,Y,N,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,-18338,-5673,1,1,0,0,Laborers,4.0,-21.0,0.0
F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-15145,-3654,1,0,1,0,Managers,2.0,-43.0,2.0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20560,-661,1,0,0,0,Sales staff,2.0,-50.0,0.0
F,N,Y,0,63000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-19708,-7500,1,0,0,0,Cooking staff,2.0,-33.0,2.0
F,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,-14271,-302,1,0,0,0,,1.0,-51.0,2.0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14495,-3505,1,0,1,0,Laborers,2.0,-8.0,2.0
F,N,Y,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-21480,-4660,1,1,0,0,,2.0,-24.0,2.0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,,1.0,-43.0,1.0
F,Y,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-10014,-1386,1,0,0,0,Medicine staff,2.0,-44.0,2.0
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-15161,-2087,1,1,0,0,Sales staff,2.0,-47.0,2.0
M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21871,-979,1,0,0,0,Drivers,2.0,-46.0,2.0
F,N,N,0,207000.0,Working,Secondary / secondary special,Married,House / apartment,-14690,-5064,1,0,0,0,,2.0,-25.0,1.0
F,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10087,-2908,1,1,1,0,Sales staff,3.0,-20.0,2.0
F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14788,-2661,1,1,1,0,Core staff,3.0,-11.0,2.0
F,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,-9690,-1193,1,0,0,0,Core staff,1.0,-29.0,2.0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21358,365243,1,0,0,0,,2.0,-45.0,2.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21074,365243,1,0,0,0,,2.0,-48.0,2.0
M,Y,N,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-21997,-2538,1,1,1,0,Security staff,2.0,-6.0,2.0
F,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-13592,-3504,1,0,1,1,Accountants,2.0,-20.0,2.0
F,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,-11619,-2475,1,0,0,0,,3.0,-45.0,1.0
F,N,N,2,180000.0,Working,Higher education,Married,House / apartment,-11905,-1700,1,0,0,0,High skill tech staff,4.0,-38.0,1.0
F,N,Y,0,675000.0,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,1,0,0,1,,2.0,-17.0,2.0
F,N,N,1,76500.0,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3.0,-58.0,1.0
M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,-27.0,2.0
F,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19180,-1223,1,1,1,0,,2.0,-60.0,2.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15839,-1381,1,0,1,0,High skill tech staff,1.0,-41.0,1.0
F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,-11075,-2808,1,1,0,0,Core staff,4.0,-46.0,1.0
M,Y,Y,2,265500.0,Working,Higher education,Married,House / apartment,-11630,-1904,1,0,0,0,Laborers,4.0,-2.0,1.0
F,N,Y,0,112500.0,State servant,Higher education,Married,House / apartment,-13035,-361,1,0,1,0,Core staff,2.0,-3.0,0.0
M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15210,-4707,1,0,0,1,Security staff,4.0,-39.0,2.0
F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-21724,-1351,1,0,0,0,,2.0,-22.0,2.0
F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23132,365243,1,0,0,0,,2.0,-40.0,2.0
F,Y,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,-19988,-3231,1,1,0,0,,2.0,-36.0,2.0
F,N,Y,0,112500.0,Pensioner,Lower secondary,Married,House / apartment,-24821,365243,1,0,0,0,,2.0,-50.0,2.0
F,N,Y,1,94500.0,Working,Higher education,Separated,House / apartment,-14559,-1472,1,0,1,1,Laborers,2.0,-45.0,2.0
F,Y,Y,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,-20791,-4814,1,1,1,0,Managers,1.0,-58.0,2.0
F,N,Y,1,121500.0,Working,Higher education,Married,House / apartment,-11007,-762,1,0,0,0,,3.0,-51.0,2.0
F,N,Y,0,382500.0,Commercial associate,Incomplete higher,Married,Municipal apartment,-11579,-1161,1,0,0,0,Accountants,2.0,-17.0,2.0
M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17259,-1420,1,0,0,0,Drivers,1.0,-7.0,2.0
M,Y,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-15565,-4004,1,1,1,0,,2.0,-59.0,2.0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21613,365243,1,0,0,0,,1.0,-40.0,2.0
F,N,Y,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13467,-3850,1,0,1,0,Medicine staff,2.0,-45.0,2.0
F,N,N,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-13774,-2684,1,0,0,0,Cooking staff,1.0,-17.0,1.0
F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19798,-4581,1,0,1,0,,2.0,-37.0,1.0
F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14511,-193,1,0,0,0,,2.0,-4.0,2.0
